,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,state,Hour Event Began,time_location
540,September,2016-09-06,18:12:00,2016-09-06 00:00:00,21:24:00,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,300,Unknown,Washington,18,2016-09-06 18:00:00 | Washington
541,September,2016-09-08,08:30:00,2016-09-25 00:00:00,00:00:00,New York: Tompkins County;,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,210,Unknown,New York,8,2016-09-08 8:00:00 | New York
542,September,2016-09-08,14:49:00,2016-09-08 00:00:00,15:03:00,Washington:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,0,0,Washington,14,2016-09-08 14:00:00 | Washington
543,September,2016-09-10,09:42:00,2016-09-10 00:00:00,09:57:00,Washington: Clark County;,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,135,Unknown,Washington,9,2016-09-10 9:00:00 | Washington
544,September,2016-09-11,12:05:00,2016-09-11 00:00:00,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57960,Connecticut,12,2016-09-11 12:00:00 | Connecticut
545,September,2016-09-11,12:05:00,2016-09-11 00:00:00,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57960,Maine,12,2016-09-11 12:00:00 | Maine
546,September,2016-09-11,12:05:00,2016-09-11 00:00:00,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57960,Massachusetts,12,2016-09-11 12:00:00 | Massachusetts
547,September,2016-09-11,12:05:00,2016-09-11 00:00:00,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57960,New Hampshire,12,2016-09-11 12:00:00 | New Hampshire
548,September,2016-09-11,12:05:00,2016-09-11 00:00:00,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57960,Rhode Island,12,2016-09-11 12:00:00 | Rhode Island
549,September,2016-09-11,12:05:00,2016-09-11 00:00:00,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57960,Vermont,12,2016-09-11 12:00:00 | Vermont
550,September,2016-09-12,12:30:00,2016-09-12 00:00:00,17:56:00,"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;",WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,110,53753,New Mexico,12,2016-09-12 12:00:00 | New Mexico
551,September,2016-09-21,19:44:00,2016-09-21 00:00:00,21:17:00,Texas: Lubbock County;,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Event,0,0,Texas,19,2016-09-21 19:00:00 | Texas
552,September,2016-09-22,10:56:00,2016-09-22 00:00:00,11:41:00,Iowa: Black Hawk County;,MRO,Complete operational failure or shut-down of the transmission and/or distribution electrical system,System Operations,69,19124,Iowa,10,2016-09-22 10:00:00 | Iowa
553,September,2016-09-25,12:49:00,2016-09-25 00:00:00,18:20:00,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,20,10000,Arizona,12,2016-09-25 12:00:00 | Arizona
554,September,2016-09-25,12:49:00,2016-09-25 00:00:00,18:20:00,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,20,10000,Utah,12,2016-09-25 12:00:00 | Utah
555,October,2016-10-01,12:24:00,10/02/2016,02:04:00,California: Mendocino County;,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Actual Physical Event,0,0,California,12,2016-10-01 12:00:00 | California
556,October,2016-10-02,23:30:00,10/05/2016,08:00:00,Utah:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Transmission Interruption,50,4000,Utah,23,2016-10-02 23:00:00 | Utah
557,October,2016-10-03,15:09:00,10/04/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Unknown,Unknown,Texas,15,2016-10-03 15:00:00 | Texas
558,October,2016-10-05,11:32:00,10/05/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Unknown,Unknown,Texas,11,2016-10-05 11:00:00 | Texas
559,October,2016-10-05,15:51:00,Unknown,Unknown,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,California,15,2016-10-05 15:00:00 | California
560,October,2016-10-06,09:50:00,10/06/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Unknown,Unknown,Texas,9,2016-10-06 9:00:00 | Texas
561,October,2016-10-06,19:30:00,2016-10-08 00:00:00,18:00:00,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,5600,1200000,Florida,19,2016-10-06 19:00:00 | Florida
562,October,2016-10-07,08:00:00,10/09/2016,13:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,413,165000,Florida,8,2016-10-07 8:00:00 | Florida
563,October,2016-10-07,11:08:00,10/07/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,Unknown,Unknown,Texas,11,2016-10-07 11:00:00 | Texas
564,October,2016-10-07,16:22:00,10/12/2016,11:00:00,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,122,36384,Georgia,16,2016-10-07 16:00:00 | Georgia
565,October,2016-10-07,22:45:00,Unknown,Unknown,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown,Florida,22,2016-10-07 22:00:00 | Florida
566,October,2016-10-07,23:00:00,Unknown,Unknown,"South Carolina: Allendale County, Bamberg County, Beaufort County, Berkeley County, Charleston County, Chesterfield County, Clarendon County, Colleton County, Darlington County, Dorchester County, Florence County, Georgetown County, Hampton County, Horry County, Jasper County, Kershaw County, Lee County, Marion County, Marlboro County, Orangeburg County, Richland County, Sumter County, Williamsburg County;",SERC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
Loss of electric service to more than 50,000 customers for 1 hour or more
",Severe Weather,Unknown,Unknown,South Carolina,23,2016-10-07 23:00:00 | South Carolina
567,October,2016-10-08,08:21:00,10/13/2016,17:30:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown,North Carolina,8,2016-10-08 8:00:00 | North Carolina
568,October,2016-10-08,08:21:00,10/13/2016,17:30:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown,South Carolina,8,2016-10-08 8:00:00 | South Carolina
569,October,2016-10-08,14:05:00,10/09/2016,06:06:00,North Carolina:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,Unknown,44875,North Carolina,14,2016-10-08 14:00:00 | North Carolina
570,October,2016-10-08,01:10:00,Unknown,Unknown,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1050,290824,South Carolina,1,2016-10-08 1:00:00 | South Carolina
571,October,2016-10-10,13:15:00,10/10/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,Unknown,Unknown,Texas,13,2016-10-10 13:00:00 | Texas
572,October,2016-10-12,12:09:00,10/12/2016,13:16:00,Nevada: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,4,1671,Nevada,12,2016-10-12 12:00:00 | Nevada
573,October,2016-10-18,14:06:00,10/21/2016,15:00:00,"Oregon: Deschutes County, Lake County;",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Oregon,14,2016-10-18 14:00:00 | Oregon
574,October,2016-10-20,12:30:00,10/20/2016,12:31:00,Oregon:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Oregon,12,2016-10-20 12:00:00 | Oregon
575,October,2016-10-25,07:40:00,10/27/2016,07:40:00,Tennessee: Shelby County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Tennessee,7,2016-10-25 7:00:00 | Tennessee
576,October,2016-10-26,05:26:00,10/26/2016,05:27:00,Wyoming: Sweetwater County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Wyoming,5,2016-10-26 5:00:00 | Wyoming
577,October,2016-10-28,13:29:00,10/28/2016,13:38:00,California: Plumas County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,4,482,California,13,2016-10-28 13:00:00 | California
578,October,2016-10-31,08:06:00,10/31/2016,15:53:00,North Carolina: Stokes County;,SERC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Actual Physical Event,0,0,North Carolina,8,2016-10-31 8:00:00 | North Carolina
579,November,2016-11-09,11:59:00,11/09/2016,18:15:00,"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;",WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Attack,0,0,California,11,2016-11-09 11:00:00 | California
580,November,2016-11-09,06:44:00,11/09/2016,07:44:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,California,6,2016-11-09 6:00:00 | California
581,November,2016-11-01,20:55:00,Unknown,Unknown,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0,Washington,20,2016-11-01 20:00:00 | Washington
582,December,2016-12-08,01:00:00,12/08/2016,02:30:00,Oregon: Multnomah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Oregon,1,2016-12-08 1:00:00 | Oregon
583,December,2016-12-11,07:45:00,12/11/2016,07:46:00,Utah: Utah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Utah,7,2016-12-11 7:00:00 | Utah
584,December,2016-12-13,14:09:00,12/13/2016,14:30:00,California: Riverside County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0,California,14,2016-12-13 14:00:00 | California
585,December,2016-12-15,06:30:00,Unknown,Unknown,California: Merced County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Unknown,Unknown,California,6,2016-12-15 6:00:00 | California
586,December,2016-12-16,07:45:00,12/16/2016,08:45:00,Oregon: Multnomah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Oregon,7,2016-12-16 7:00:00 | Oregon
587,December,2016-12-26,04:00:00,12/26/2016,06:00:00,Washington:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Washington,4,2016-12-26 4:00:00 | Washington
588,December,2016-12-28,04:03:00,12/31/2016,06:00:00,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,4,2016-12-28 4:00:00 | California
589,December,2016-12-30,08:55:00,12/30/2016,08:56:00,Vermont: Chittenden County;,NPCC,Cyber event that could potentially impact electric power system adequacy or reliability,Other,0,0,Vermont,8,2016-12-30 8:00:00 | Vermont
590,December,2016-12-30,02:30:00,12/30/2016,19:00:00,Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather or Natural Disaster,Unknown,85263,Maine,2,2016-12-30 2:00:00 | Maine
591,January ,2017-01-05,16:56:00,01/05/2017,16:57:00,Florida: Martin County;,FRCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspected Physical Attack,0,0,Florida,16,2017-01-05 16:00:00 | Florida
592,January ,2017-01-08,09:07:00,01/13/2017,14:30:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,106000,California,9,2017-01-08 9:00:00 | California
593,January ,2017-01-08,23:59:00,Unknown,Unknown,California,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,23,2017-01-08 23:00:00 | California
594,January ,2017-01-10,19:30:00,01/13/2017,14:30:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,87000,California,19,2017-01-10 19:00:00 | California
595,January ,2017-01-15,06:35:00,01/15/2017,07:44:00,California: Los Angeles County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Transmission Disruption,176,126000,California,6,2017-01-15 6:00:00 | California
596,January ,2017-01-15,09:27:00,01/17/2017,01:58:00,Oklahoma: Harper County;,SPP,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,1,788,Oklahoma,9,2017-01-15 9:00:00 | Oklahoma
597,January ,2017-01-18,18:05:00,01/19/2017,00:05:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,75000,California,18,2017-01-18 18:00:00 | California
598,January ,2017-01-22,04:15:00,01/24/2017,14:00:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,97,64000,California,4,2017-01-22 4:00:00 | California
599,January ,2017-01-22,06:00:00,Unknown,Unknown,California,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,6,2017-01-22 6:00:00 | California
600,January ,2017-01-22,16:00:00,01/23/2017,03:26:00,Alabama: Georgia: Mississippi: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,100,29965,Alabama,16,2017-01-22 16:00:00 | Alabama
601,January ,2017-01-22,16:00:00,01/23/2017,03:26:00,Alabama: Georgia: Mississippi: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,100,29965,Florida,16,2017-01-22 16:00:00 | Florida
602,January ,2017-01-22,16:00:00,01/23/2017,03:26:00,Alabama: Georgia: Mississippi: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,100,29965,Georgia,16,2017-01-22 16:00:00 | Georgia
